.068
.061
.048
.048
.048
.048
.055
.050
.049
.049
.051
.055
.048
.049
.052
.047
.051
.053
.048
.055
.049
.061
.069
.063
.057
.047
.069
.072
.048
.051
.050
.048
.057
.048
.051
.048
.049
.053
.048
.055
.048
.049
.048
.049
.049
.048
.051
.062
.049
.051
