.238
.240
.237
.230
.231
.229
.223
.237
.230
.233
.259
.249
.245
.230
.244
.244
.230
.247
.267
.269
.236
.229
.229
.240
.255
.243
.236
.223
.228
.241
.245
.242
.224
.232
.228
.236
.240
.230
.224
.229
.227
.234
.249
.231
.245
.258
.260
.245
.248
.250
